nomComplet,lienWikidata,distinction,date,annee
Sijie Dai,http://www.wikidata.org/entity/Q56379423,prix Roland-de-Jouvenel,2000-01-01,2000
Luc Besson,http://www.wikidata.org/entity/Q24137,César du meilleur réalisateur,1998-01-01,1998
Richard Wagner,http://www.wikidata.org/entity/Q565030,ordre bavarois de Maximilien pour la science et l'art,1873-01-01,1873
Ewan McGregor,http://www.wikidata.org/entity/Q1377753,Achievement in World Cinema Award,2001-01-01,2001
Ewan McGregor,http://www.wikidata.org/entity/Q932281,Prix du cinéma européen du meilleur acteur,2010-01-01,2010
Ewan McGregor,http://www.wikidata.org/entity/Q908858,prix Donostia,2012-01-01,2012
Jason Priestley,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2016-01-01,2016
Eberhard Junkersdorf,http://www.wikidata.org/entity/Q10905334,officier de l'ordre du Mérite de la République fédérale d'Allemagne,2004-01-01,2004
Colleen Murphy,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,2007-01-01,2007
Colleen Murphy,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,2016-01-01,2016
Katja Riemann,http://www.wikidata.org/entity/Q1137620,Courage-Preis,2016-01-01,2016
Katja Riemann,http://www.wikidata.org/entity/Q1204823,Deutscher Filmpreis de la meilleure actrice dans un second rôle,2005-01-01,2005
Katja Riemann,http://www.wikidata.org/entity/Q49025,Coupe Volpi,2003-01-01,2003
Katja Riemann,http://www.wikidata.org/entity/Q10905380,chevalier de l'ordre du Mérite de la République fédérale d'Allemagne,2010-01-01,2010
Katja Riemann,http://www.wikidata.org/entity/Q1204815,Deutscher Filmpreis de la meilleure actrice,1998-01-01,1998
Zbigniew Preisner,http://www.wikidata.org/entity/Q15715251,officier de l'ordre Polonia Restituta,2012-04-24,2012
Zbigniew Preisner,http://www.wikidata.org/entity/Q23091,César de la meilleure musique originale,1995-01-01,1995
Zbigniew Preisner,http://www.wikidata.org/entity/Q23091,César de la meilleure musique originale,1996-01-01,1996
Roddy McDowall,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1960-01-01,1960
John Ritter,http://www.wikidata.org/entity/Q1131356,Theatre World Award,2001-01-01,2001
John Ritter,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,1984-01-01,1984
Nicolas Philibert,http://www.wikidata.org/entity/Q1707516,National Society of Film Critics Award du meilleur film documentaire,2003-01-01,2003
Nicolas Philibert,http://www.wikidata.org/entity/Q1377752,prix du cinéma européen du meilleur film documentaire,2002-01-01,2002
Nicolas Philibert,http://www.wikidata.org/entity/Q900447,César du meilleur montage,2003-01-01,2003
Nicolas Philibert,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,2002-01-01,2002
Jean-Pierre Dardenne,http://www.wikidata.org/entity/Q1377777,prix du cinéma européen du meilleur scénariste,2011-01-01,2011
Jean-Pierre Dardenne,http://www.wikidata.org/entity/Q1377752,prix du cinéma européen du meilleur film documentaire,1997-01-01,1997
Jean-Pierre Dardenne,http://www.wikidata.org/entity/Q19839317,Prix de la citoyenneté de la Fondation P&V,2006-01-01,2006
Luc Dardenne,http://www.wikidata.org/entity/Q1377777,prix du cinéma européen du meilleur scénariste,2011-01-01,2011
Luc Dardenne,http://www.wikidata.org/entity/Q1377752,prix du cinéma européen du meilleur film documentaire,1997-01-01,1997
Luc Dardenne,http://www.wikidata.org/entity/Q19839317,Prix de la citoyenneté de la Fondation P&V,2006-01-01,2006
Sharon Gless,http://www.wikidata.org/entity/Q989445,Primetime Emmy Award de la meilleure actrice dans une série télévisée dramatique,1987-01-01,1987
Sharon Gless,http://www.wikidata.org/entity/Q989445,Primetime Emmy Award de la meilleure actrice dans une série télévisée dramatique,1986-01-01,1986
Marlee Matlin,http://www.wikidata.org/entity/Q11415564,docteur honoris causa,1987-01-01,1987
Marlee Matlin,http://www.wikidata.org/entity/Q103618,Oscar de la meilleure actrice,1986-01-01,1986
Irène Jacob,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1991-01-01,1991
Irène Jacob,http://www.wikidata.org/entity/Q13422138,chevalier de l'ordre national du Mérite,2009-05-15,2009
Irène Jacob,http://www.wikidata.org/entity/Q13422140,officier de l'ordre national du Mérite,2019-05-29,2019
Tim Roth,http://www.wikidata.org/entity/Q548389,British Academy Film Award du meilleur acteur dans un second rôle,1996-01-01,1996
Tim Roth,http://www.wikidata.org/entity/Q1377763,Discovery of the Year - Prix FIPRESCI,1999-01-01,1999
Gérard Depardieu,http://www.wikidata.org/entity/Q209459,Lion d'or,1997-01-01,1997
Gérard Depardieu,http://www.wikidata.org/entity/Q181883,Golden Globe du meilleur acteur dans un film musical ou une comédie,1990-01-01,1990
Gérard Depardieu,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1991-01-01,1991
Gérard Depardieu,http://www.wikidata.org/entity/Q586140,prix d'interprétation masculine,1990-01-01,1990
Gérard Depardieu,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1981-01-01,1981
Gérard Depardieu,http://www.wikidata.org/entity/Q3405316,prix Stanislavski,2006-01-01,2006
Gérard Depardieu,http://www.wikidata.org/entity/Q1967731,National Society of Film Critics Award du meilleur acteur,1983-01-01,1983
Gérard Depardieu,http://www.wikidata.org/entity/Q932947,prix Lumières du meilleur acteur,2007-01-01,2007
Gérard Depardieu,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2002-01-01,2002
Witold Lutoslawski,http://www.wikidata.org/entity/Q27575234,médaille d'or de la  Royal Philharmonic Society,1986-01-01,1986
Witold Lutoslawski,http://www.wikidata.org/entity/Q41795465,docteur honoris causa de l'université de Cambridge,1987-01-01,1987
Witold Lutoslawski,http://www.wikidata.org/entity/Q41805995,docteur honoris causa de l'université de Durham,1983-01-01,1983
Witold Lutoslawski,http://www.wikidata.org/entity/Q2569837,prix Wihuri Sibelius,1973-01-01,1973
Witold Lutoslawski,http://www.wikidata.org/entity/Q9208584,docteur honoris causa de l'université de Varsovie,1973-01-01,1973
Witold Lutoslawski,http://www.wikidata.org/entity/Q1437834,prix Grawemeyer,1985-01-01,1985
Witold Lutoslawski,http://www.wikidata.org/entity/Q20853550,docteur honoris causa de l'université jagellonne de Cracovie,1984-01-01,1984
Witold Lutoslawski,http://www.wikidata.org/entity/Q1165751,prix musical Léonie-Sonning,1967-01-01,1967
Witold Lutoslawski,http://www.wikidata.org/entity/Q703298,prix Ernst von Siemens,1983-01-01,1983
Witold Lutoslawski,http://www.wikidata.org/entity/Q290235,prix Herder,1967-01-01,1967
Lesley Ann Warren,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1966-01-01,1966
Peter Kassovitz,http://www.wikidata.org/entity/Q472379,prix Adolf-Grimme,1969-01-01,1969
Brigitte Bardot,http://www.wikidata.org/entity/Q50093173,prix des intellectuels indépendants,2003-01-01,2003
O.J. Simpson,http://www.wikidata.org/entity/Q743122,Sportif de l'année (Associated Press),1973-01-01,1973
Jean Herman,http://www.wikidata.org/entity/Q2111288,prix Mystère de la critique,1980-01-01,1980
Jean Herman,http://www.wikidata.org/entity/Q3404956,prix Louis-Guilloux,1998-01-01,1998
Jean Herman,http://www.wikidata.org/entity/Q3404658,prix Goncourt de la nouvelle,1986-01-01,1986
Jean Herman,http://www.wikidata.org/entity/Q2111300,prix Eugène-Dabit du roman populiste,1994-01-01,1994
Jean Herman,http://www.wikidata.org/entity/Q900369,César du meilleur scénario original ou adaptation,1982-01-01,1982
Jean Herman,http://www.wikidata.org/entity/Q930356,prix Goncourt des lycéens,1989-01-01,1989
Jean Herman,http://www.wikidata.org/entity/Q187300,prix Goncourt,1989-01-01,1989
Om Puri,http://www.wikidata.org/entity/Q30132541,Padma Shri dans les arts,1990-01-01,1990
Om Puri,http://www.wikidata.org/entity/Q10762848,officier de l'ordre de l'Empire britannique,2004-01-01,2004
Om Puri,http://www.wikidata.org/entity/Q11038927,National Film Award du meilleur acteur,1982-01-01,1982
Om Puri,http://www.wikidata.org/entity/Q11038927,National Film Award du meilleur acteur,1984-01-01,1984
Didier Decoin,http://www.wikidata.org/entity/Q187300,prix Goncourt,1977-01-01,1977
Leonard Bernstein,http://www.wikidata.org/entity/Q27575234,médaille d'or de la  Royal Philharmonic Society,1987-01-01,1987
Leonard Bernstein,http://www.wikidata.org/entity/Q703298,prix Ernst von Siemens,1987-01-01,1987
Leonard Bernstein,http://www.wikidata.org/entity/Q367040,prix Brahms,1988-09-07,1988
Leonard Bernstein,http://www.wikidata.org/entity/Q306590,décoration autrichienne pour la science et l'art,1976-01-01,1976
Leonard Bernstein,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,1990-01-01,1990
Leonard Bernstein,http://www.wikidata.org/entity/Q1165751,prix musical Léonie-Sonning,1965-01-01,1965
Leonard Bernstein,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1985-01-01,1985
Leonard Bernstein,http://www.wikidata.org/entity/Q1738793,prix Kennedy,1980-01-01,1980
Leonard Bernstein,http://www.wikidata.org/entity/Q1300543,Anneau d’honneur de la ville de Vienne,1982-01-01,1982
Leonard Bernstein,http://www.wikidata.org/entity/Q10855212,commandeur de la Légion d'honneur,1986-01-01,1986
Bruno Putzulu,http://www.wikidata.org/entity/Q48705,César du meilleur espoir masculin,1999-01-01,1999
Frédéric Bourboulon,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2020-01-01,2020
André Téchiné,http://www.wikidata.org/entity/Q900369,César du meilleur scénario original ou adaptation,1995-01-01,1995
André Téchiné,http://www.wikidata.org/entity/Q645595,César du meilleur film,1995-01-01,1995
André Téchiné,http://www.wikidata.org/entity/Q24137,César du meilleur réalisateur,1995-01-01,1995
André Téchiné,http://www.wikidata.org/entity/Q505395,Los Angeles Film Critics Association Award du meilleur film en langue étrangère,1995-01-01,1995
André Téchiné,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1994-01-01,1994
Marina Hands,http://www.wikidata.org/entity/Q24241,César de la meilleure actrice,2007-01-01,2007
Marina Hands,http://www.wikidata.org/entity/Q693797,Lumières de la presse internationale,2006-01-01,2006
Burt Bacharach,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,2008-01-01,2008
Burt Bacharach,http://www.wikidata.org/entity/Q5593916,Grammy Trustees Award,1997-01-01,1997
Burt Bacharach,http://www.wikidata.org/entity/Q2422622,prix Gershwin,2012-01-01,2012
Jean-Luc Godard,http://www.wikidata.org/entity/Q154590,Ours d'or,1965-01-01,1965
Jean-Luc Godard,http://www.wikidata.org/entity/Q164200,prix du Jury,2014-01-01,2014
Jean-Luc Godard,http://www.wikidata.org/entity/Q209459,Lion d'or,1983-01-01,1983
Jean-Luc Godard,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2002-01-01,2002
Jean-Luc Godard,http://www.wikidata.org/entity/Q706031,Ours d'argent du meilleur réalisateur,1960-01-01,1960
Jean-Luc Godard,http://www.wikidata.org/entity/Q514445,Lifetime Achievement Award des Prix du cinéma européen,2007-01-01,2007
Jean-Luc Godard,http://www.wikidata.org/entity/Q339163,prix Theodor-W.-Adorno,1995-01-01,1995
Jean-Luc Godard,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,2010-01-01,2010
Jean-Luc Godard,http://www.wikidata.org/entity/Q727282,César d'honneur,1987-01-01,1987
Jean-Luc Godard,http://www.wikidata.org/entity/Q727282,César d'honneur,1998-01-01,1998
Jean-Luc Godard,http://www.wikidata.org/entity/Q7650000,Sutherland Trophy,1965-01-01,1965
Jean-Luc Godard,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1987-01-01,1987
Jean-Luc Godard,http://www.wikidata.org/entity/Q1337827,Lion d'argent,1962-01-01,1962
Jean-Luc Godard,http://www.wikidata.org/entity/Q3241784,Lion d'or pour la carrière,1982-01-01,1982
Denis Podalydès,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2013-01-17,2013
Denis Podalydès,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2020-12-18,2020
Carroll O'Connor,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,1977-01-01,1977
Carroll O'Connor,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,1978-01-01,1978
Carroll O'Connor,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,1979-01-01,1979
Carroll O'Connor,http://www.wikidata.org/entity/Q989439,Primetime Emmy Award du meilleur acteur dans une série télévisée dramatique,1989-01-01,1989
Carroll O'Connor,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,1972-01-01,1972
Philip Glass,http://www.wikidata.org/entity/Q787098,British Academy Film Award de la meilleure musique de film,2003-01-01,2003
Philip Glass,http://www.wikidata.org/entity/Q1531033,prix Glenn-Gould,2015-01-01,2015
Philip Glass,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2012-01-01,2012
Ivan Passer,http://www.wikidata.org/entity/Q10858725,médaille Artis Bohemiae Amicis,2008-06-21,2008
Patricia Clarkson,http://www.wikidata.org/entity/Q3062632,Primetime Emmy Award de la meilleure actrice invitée dans une série télévisée dramatique,2002-01-01,2002
Patricia Clarkson,http://www.wikidata.org/entity/Q3062632,Primetime Emmy Award de la meilleure actrice invitée dans une série télévisée dramatique,2006-01-01,2006
Robert De Niro,http://www.wikidata.org/entity/Q17144,médaille présidentielle de la Liberté,2016-01-01,2016
Robert De Niro,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1980-01-01,1980
Robert De Niro,http://www.wikidata.org/entity/Q209459,Lion d'or,1993-01-01,1993
Robert De Niro,http://www.wikidata.org/entity/Q292044,AFI Life Achievement Award,2003-01-01,2003
Robert De Niro,http://www.wikidata.org/entity/Q908858,prix Donostia,2000-01-01,2000
Robert De Niro,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,1974-01-01,1974
Robert De Niro,http://www.wikidata.org/entity/Q640353,Cecil B. DeMille Award,2010-01-01,2010
Robert De Niro,http://www.wikidata.org/entity/Q593098,Golden Globe du meilleur acteur dans un film dramatique,1980-01-01,1980
Gene Wilder,http://www.wikidata.org/entity/Q530923,Primetime Emmy Award du meilleur acteur invité dans une série télévisée comique,2003-01-01,2003
Luc Perini,http://www.wikidata.org/entity/Q900378,César du meilleur son,1976-01-01,1976
Sydney Pollack,http://www.wikidata.org/entity/Q102427,Oscar du meilleur film,1986-01-01,1986
Sydney Pollack,http://www.wikidata.org/entity/Q103360,Oscar du meilleur réalisateur,1986-01-01,1986
Sydney Pollack,http://www.wikidata.org/entity/Q793585,Caméra de la Berlinale,1986-01-01,1986
Eli Wallach,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,2010-01-01,2010
Eli Wallach,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1951-01-01,1951
Eli Wallach,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1951-01-01,1951
Eli Wallach,http://www.wikidata.org/entity/Q1286639,Primetime Emmy Award du meilleur acteur dans un second rôle dans une série télévisée dramatique,1967-01-01,1967
Eli Wallach,http://www.wikidata.org/entity/Q2338107,American Campaign Medal,,
Eli Wallach,http://www.wikidata.org/entity/Q2338071,Asiatic-Pacific Campaign Medal,,
Paul Newman,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1986-01-01,1986
Paul Newman,http://www.wikidata.org/entity/Q1738793,prix Kennedy,1992-01-01,1992
Paul Newman,http://www.wikidata.org/entity/Q1631998,Screen Actors Guild Life Achievement Award,1985-01-01,1985
Paul Newman,http://www.wikidata.org/entity/Q20204998,Four Freedoms Award,1991-01-01,1991
Paul Newman,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1994-04-29,1994
Paul Newman,http://www.wikidata.org/entity/Q202051,prix humanitaire Jean-Hersholt,1994-01-01,1994
Paul Newman,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1953-01-01,1953
Paul Newman,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,2005-01-01,2005
Joseph L. Mankiewicz,http://www.wikidata.org/entity/Q103360,Oscar du meilleur réalisateur,1950-01-01,1950
Joseph L. Mankiewicz,http://www.wikidata.org/entity/Q107258,Oscar du meilleur scénario adapté,1951-01-01,1951
Joseph L. Mankiewicz,http://www.wikidata.org/entity/Q107258,Oscar du meilleur scénario adapté,1950-01-01,1950
Norman Mailer,http://www.wikidata.org/entity/Q833633,prix Pulitzer de la fiction,1980-01-01,1980
Norman Mailer,http://www.wikidata.org/entity/Q784589,prix Pulitzer de l'essai,1969-01-01,1969
Norman Mailer,http://www.wikidata.org/entity/Q845188,prix George-Polk,1968-01-01,1968
Norman Mailer,http://www.wikidata.org/entity/Q5709276,prix Helmerich,1992-01-01,1992
Norman Mailer,http://www.wikidata.org/entity/Q5370843,médaille Emerson-Thoreau,1989-01-01,1989
Elia Kazan,http://www.wikidata.org/entity/Q103360,Oscar du meilleur réalisateur,1947-01-01,1947
Elia Kazan,http://www.wikidata.org/entity/Q103360,Oscar du meilleur réalisateur,1954-01-01,1954
Elia Kazan,http://www.wikidata.org/entity/Q16985679,Tony Award du meilleur metteur en scène,1947-01-01,1947
Elia Kazan,http://www.wikidata.org/entity/Q16985679,Tony Award du meilleur metteur en scène,1959-01-01,1959
Elia Kazan,http://www.wikidata.org/entity/Q16985679,Tony Award du meilleur metteur en scène,1949-01-01,1949
Elia Kazan,http://www.wikidata.org/entity/Q1011509,Golden Globe du meilleur film dramatique,1955-01-01,1955
Robert M. Young,http://www.wikidata.org/entity/Q845188,prix George-Polk,1961-01-01,1961
Robert M. Young,http://www.wikidata.org/entity/Q845188,prix George-Polk,1960-01-01,1960
Heino Ferch,http://www.wikidata.org/entity/Q812332,prix de la télévision bavaroise,2001-01-01,2001
Wendy Crewson,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2015-01-01,2015
David Lang,http://www.wikidata.org/entity/Q1783509,prix Pulitzer de musique,2008-01-01,2008
David Lang,http://www.wikidata.org/entity/Q1316544,bourse Guggenheim,1987-01-01,1987
Orson Welles,http://www.wikidata.org/entity/Q209459,Lion d'or,1970-01-01,1970
Orson Welles,http://www.wikidata.org/entity/Q179808,Palme d'or,1952-01-01,1952
Orson Welles,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,1970-01-01,1970
Orson Welles,http://www.wikidata.org/entity/Q292044,AFI Life Achievement Award,1975-01-01,1975
Jean-Marc Dalpé,http://www.wikidata.org/entity/Q15278101,Membre de l’Ordre du Canada,2020-01-01,2020
Jean-Marc Dalpé,http://www.wikidata.org/entity/Q283256,prix du Gouverneur général,2000-01-01,2000
Jean-Marc Dalpé,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1988-01-01,1988
Jean-Marc Dalpé,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,1999-01-01,1999
Jean-Marc Dalpé,http://www.wikidata.org/entity/Q3404452,prix Champlain,2000-01-01,2000
Susan Sontag,http://www.wikidata.org/entity/Q1316544,bourse Guggenheim,1966-01-01,1966
Susan Sontag,http://www.wikidata.org/entity/Q1316544,bourse Guggenheim,1975-01-01,1975
Susan Sontag,http://www.wikidata.org/entity/Q3332454,prix Princesse des Asturies de littérature,2003-01-01,2003
Susan Sontag,http://www.wikidata.org/entity/Q3873144,National Book Award pour la fiction,2000-01-01,2000
Susan Sontag,http://www.wikidata.org/entity/Q277787,prix Jérusalem,2001-01-01,2001
Susan Sontag,http://www.wikidata.org/entity/Q845188,prix George-Polk,1965-01-01,1965
Susan Sontag,http://www.wikidata.org/entity/Q265920,prix de la paix des libraires allemands,2003-01-01,2003
Lina Carstens,http://www.wikidata.org/entity/Q1204836,Ehrenpreis (Deutscher Filmpreis),1972-01-01,1972
Vladimir Cosma,http://www.wikidata.org/entity/Q3404794,prix Henri-Langlois,2010-01-01,2010
Marlene Dietrich,http://www.wikidata.org/entity/Q1204836,Ehrenpreis (Deutscher Filmpreis),1980-01-01,1980
Marlene Dietrich,http://www.wikidata.org/entity/Q1330790,médaille de la Liberté,1947-01-01,1947
Dave Brubeck,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1996-01-01,1996
Dave Brubeck,http://www.wikidata.org/entity/Q1738793,prix Kennedy,2009-01-01,2009
Laurence Olivier,http://www.wikidata.org/entity/Q599434,prix Antonio-Feltrinelli,1988-01-01,1988
Laurence Olivier,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,1982-01-01,1982
Laurence Olivier,http://www.wikidata.org/entity/Q787148,Academy Fellowship,1976-01-01,1976
Laurence Olivier,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,1978-01-01,1978
Laurence Olivier,http://www.wikidata.org/entity/Q4710826,Albert Medal,1976-01-01,1976
Laurence Olivier,http://www.wikidata.org/entity/Q1011547,Golden Globes,1949-01-01,1949
Laurence Olivier,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1984-01-01,1984
Laurence Olivier,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1960-01-01,1960
Jacques Doillon,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1990-01-01,1990
Jacques Doillon,http://www.wikidata.org/entity/Q20723634,prix France Culture Cinéma,2004-01-01,2004
Joëlle Hache,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2016-09-13,2016
Ben Gazzara,http://www.wikidata.org/entity/Q908858,prix Donostia,2005-01-01,2005
Ben Gazzara,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,2003-01-01,2003
Ben Gazzara,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1954-01-01,1954
Kazuko Yoshiyuki,http://www.wikidata.org/entity/Q65150247,Prix Kinuyo Tanaka,2003-01-01,2003
Anna Friel,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1999-01-01,1999
Jacques Michel,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2007-01-01,2007
Jean Gruault,http://www.wikidata.org/entity/Q3703473,David di Donatello du meilleur scénario étranger,1981-01-01,1981
Niels Schneider,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,2019-03-12,2019
Catherine Jacob,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2019-03-12,2019
Catherine Jacob,http://www.wikidata.org/entity/Q29597,César du meilleur espoir féminin,1989-01-01,1989
Gabriel Byrne,http://www.wikidata.org/entity/Q1131356,Theatre World Award,2000-01-01,2000
Ian Holm,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1967-01-01,1967
Albert Cossery,http://www.wikidata.org/entity/Q3114788,grand prix de la francophonie,1990-01-01,1990
Manu Dibango,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2010-01-01,2010
Manu Dibango,http://www.wikidata.org/entity/Q85122053,All African Music Legend Award,2016-01-01,2016
Charlie Parker,http://www.wikidata.org/entity/Q3788522,Grammy Award du meilleur solo de jazz improvisé,1974-01-01,1974
Charlie Parker,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1983-01-01,1983
Charlie Parker,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1984-01-01,1984
Charlie Parker,http://www.wikidata.org/entity/Q81180,Grammy Hall of Fame Award,1994-01-01,1994
Charlie Parker,http://www.wikidata.org/entity/Q81180,Grammy Hall of Fame Award,1987-01-01,1987
Glauber Rocha,http://www.wikidata.org/entity/Q10341322,ordre du Mérite culturel,2007-01-01,2007
Wajdi Mouawad,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,2000-01-01,2000
Wajdi Mouawad,http://www.wikidata.org/entity/Q1542806,grand prix du théâtre (Académie française),2009-01-01,2009
Wajdi Mouawad,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2010-01-01,2010
Richard Williams,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1984-01-01,1984
Richard Williams,http://www.wikidata.org/entity/Q2032630,Oscar pour une contribution spéciale,1989-01-01,1989
Richard Williams,http://www.wikidata.org/entity/Q240201,British Academy Film Award du meilleur film d'animation,1959-01-01,1959
Richard Williams,http://www.wikidata.org/entity/Q917808,Oscar du meilleur court métrage d'animation,1972-01-01,1972
David Strathairn,http://www.wikidata.org/entity/Q3473896,Satellite Award du meilleur acteur dans un second rôle dans une série télévisée,2010-01-01,2010
David Strathairn,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,2010-01-01,2010
David Strathairn,http://www.wikidata.org/entity/Q2294693,Independent Spirit Award du meilleur acteur dans un second rôle,1992-01-01,1992
Diahann Carroll,http://www.wikidata.org/entity/Q1537996,Tony Award de la meilleure actrice dans une comédie musicale,1962-01-01,1962
Diahann Carroll,http://www.wikidata.org/entity/Q880233,Black Filmmakers Hall of Fame,1976-01-01,1976
Tippi Hedren,http://www.wikidata.org/entity/Q1291221,Golden Globe de la révélation féminine de l'année,1964-01-01,1964
Timothy Busfield,http://www.wikidata.org/entity/Q1286639,Primetime Emmy Award du meilleur acteur dans un second rôle dans une série télévisée dramatique,1991-01-01,1991
Rick Mercer,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2019-01-01,2019
Barbara Hershey,http://www.wikidata.org/entity/Q989447,Primetime Emmy Award de la meilleure actrice dans une mini-série ou un téléfilm,1990-01-01,1990
Barbara Hershey,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1987-01-01,1987
Barbara Hershey,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1988-01-01,1988
Barbara Hershey,http://www.wikidata.org/entity/Q673229,Golden Globe de la meilleure actrice dans une mini-série ou un téléfilm,1990-01-01,1990
Patsy Cline,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1995-01-01,1995
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q838121,Peabody Awards,1951-01-01,1951
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q5543282,Médaille George Peabody,1987-01-01,1987
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q14539974,chevalier grand-croix de l'ordre du Mérite de la République italienne,1981-11-02,1981
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q5295360,Donaldson Awards,1949-01-01,1949
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1997-02-21,1997
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q1316544,bourse Guggenheim,1946-01-01,1946
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q1783509,prix Pulitzer de musique,1950-01-01,1950
Gian-Carlo Menotti,http://www.wikidata.org/entity/Q1738793,prix Kennedy,1984-01-01,1984
Roschdy Zem,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2018-03-08,2018
Phil Nimmons,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2002-01-01,2002
Laurent Cantet,http://www.wikidata.org/entity/Q1377763,Discovery of the Year - Prix FIPRESCI,2000-01-01,2000
Laurent Cantet,http://www.wikidata.org/entity/Q832120,César de la meilleure adaptation,2009-01-01,2009
