nomComplet,lienWikidata,distinction,date,annee
Krzysztof Penderecki,http://www.wikidata.org/entity/Q10905276,commandeur de l'ordre du Mérite de la République fédérale d'Allemagne,1990-01-01,1990
Krzysztof Penderecki,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1996-01-01,1996
Krzysztof Penderecki,http://www.wikidata.org/entity/Q5593916,Grammy Trustees Award,1968-01-01,1968
Krzysztof Penderecki,http://www.wikidata.org/entity/Q20894983,officier de l'ordre du Grand Duc Gediminas,1998-01-01,1998
Krzysztof Penderecki,http://www.wikidata.org/entity/Q14539726,officier de l'ordre du Mérite de la République italienne,2000-01-01,2000
Krzysztof Penderecki,http://www.wikidata.org/entity/Q16364190,médaille du 1er degré « Pour le service à la Patrie »,2008-01-01,2008
Krzysztof Penderecki,http://www.wikidata.org/entity/Q17505835,commandeur d'or de l'ordre du Mérite autrichien,2003-01-01,2003
Krzysztof Penderecki,http://www.wikidata.org/entity/Q20896006,commandeur de l'ordre de Mérite du Grand-Duché de Luxembourg,2009-01-01,2009
Krzysztof Penderecki,http://www.wikidata.org/entity/Q15715254,commandeur avec étoile de l'ordre Polonia Restituta,1964-01-01,1964
Krzysztof Penderecki,http://www.wikidata.org/entity/Q57899611,citoyen d'honneur de Cracovie,2013-01-01,2013
Krzysztof Penderecki,http://www.wikidata.org/entity/Q22303942,commandeur de l'ordre des Trois Étoiles,2006-01-01,2006
Krzysztof Penderecki,http://www.wikidata.org/entity/Q23058979,ordre de la Croix de Terra Mariana de 1re classe,2014-01-01,2014
Krzysztof Penderecki,http://www.wikidata.org/entity/Q21950735,médaille d'or du Mérite culturel polonais Gloria Artis,2008-01-01,2008
Krzysztof Penderecki,http://www.wikidata.org/entity/Q65825337,chevalier de l'ordre de l'Aigle blanc,2005-01-01,2005
Robert Talbot,http://www.wikidata.org/entity/Q51527076,docteur honoris causa de l'Université Laval,1933-01-01,1933
Pierre Bellemare,http://www.wikidata.org/entity/Q20736361,chevalier de l'ordre du Mérite maritime,1986-01-01,1986
Pierre Bellemare,http://www.wikidata.org/entity/Q15960935,chevalier de l'ordre du Mérite agricole,2015-01-01,2015
Hans Erich Apostel,http://www.wikidata.org/entity/Q1394715,prix de la ville de Vienne pour la musique,1948-01-01,1948
Franco Dragone,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2002-01-01,2002
Martin Landau,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,1994-01-01,1994
Janis Joplin,http://www.wikidata.org/entity/Q179191,Rock and Roll Hall of Fame,1995-01-01,1995
Janis Joplin,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,2005-01-01,2005
David Carradine,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1966-01-01,1966
Richard Attenborough,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1985-01-01,1985
Richard Attenborough,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1988-01-01,1988
Richard Attenborough,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,1998-01-01,1998
Richard Attenborough,http://www.wikidata.org/entity/Q610136,Coquille d'argent du meilleur acteur,1964-01-01,1964
William Nicholson,http://www.wikidata.org/entity/Q452283,Nestlé Smarties Book Prize,2000-01-01,2000
Brooke Thomas,http://www.wikidata.org/entity/Q1509201,AVN Hall of Fame,2009-01-01,2009
Brooke Thomas,http://www.wikidata.org/entity/Q13775604,F.A.M.E. Awards,2007-01-01,2007
Brooke Thomas,http://www.wikidata.org/entity/Q1364116,AVN Best New Starlet Award,2001-01-01,2001
Brooke Thomas,http://www.wikidata.org/entity/Q13775604,F.A.M.E. Awards,2008-01-01,2008
Brooke Thomas,http://www.wikidata.org/entity/Q13775604,F.A.M.E. Awards,2009-01-01,2009
Claude Miller,http://www.wikidata.org/entity/Q900369,César du meilleur scénario original ou adaptation,1982-01-01,1982
Claude Miller,http://www.wikidata.org/entity/Q164200,prix du Jury,1998-01-01,1998
Claude Miller,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1985-01-01,1985
Camille Saint-Saëns,http://www.wikidata.org/entity/Q10855212,commandeur de la Légion d'honneur,1894-07-30,1894
Camille Saint-Saëns,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,1884-07-13,1884
Camille Saint-Saëns,http://www.wikidata.org/entity/Q10855216,grand officier de la Légion d'honneur,1900-08-16,1900
Camille Saint-Saëns,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1869-08-14,1869
Camille Saint-Saëns,http://www.wikidata.org/entity/Q10855226,grand-croix de la Légion d'honneur,1913-01-11,1913
Marcel Marceau,http://www.wikidata.org/entity/Q3319528,Molière d'honneur,1990-01-01,1990
Marcel Marceau,http://www.wikidata.org/entity/Q3405661,prix du Brigadier,1963-01-01,1963
Alec Baldwin,http://www.wikidata.org/entity/Q138996,Golden Globe du meilleur acteur dans une série télévisée musicale ou comique,2009-01-01,2009
Alec Baldwin,http://www.wikidata.org/entity/Q138996,Golden Globe du meilleur acteur dans une série télévisée musicale ou comique,2010-01-01,2010
Alec Baldwin,http://www.wikidata.org/entity/Q138996,Golden Globe du meilleur acteur dans une série télévisée musicale ou comique,2007-01-01,2007
Alec Baldwin,http://www.wikidata.org/entity/Q2529789,Screen Actors Guild Award de la meilleure distribution pour une série télévisée comique,2009-01-01,2009
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2011-01-01,2011
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2007-01-01,2007
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2012-01-01,2012
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2008-01-01,2008
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2013-01-01,2013
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2009-01-01,2009
Alec Baldwin,http://www.wikidata.org/entity/Q2529381,Screen Actors Guild Award du meilleur acteur dans une série télévisée comique,2010-01-01,2010
Alec Baldwin,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,2008-01-01,2008
Alec Baldwin,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,2009-01-01,2009
Alec Baldwin,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1986-01-01,1986
Alec Baldwin,http://www.wikidata.org/entity/Q1285970,Primetime Emmy Award du meilleur acteur dans un second rôle dans une série télévisée comique,2017-01-01,2017
Jill Hennessy,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2007-01-01,2007
Francis Poulenc,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,1953-09-01,1953
Francis Poulenc,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1946-01-18,1946
Colette Boky,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2006-01-01,2006
Liv Ullmann,http://www.wikidata.org/entity/Q2696834,prix du Conseil norvégien de la culture,1997-01-01,1997
Liv Ullmann,http://www.wikidata.org/entity/Q1377753,Achievement in World Cinema Award,2004-01-01,2004
Liv Ullmann,http://www.wikidata.org/entity/Q1780561,prix littéraire Peer Gynt,1973-01-01,1973
Liv Ullmann,http://www.wikidata.org/entity/Q1157157,médaille d'honneur Dag Hammarskjold,1985-01-01,1985
Liv Ullmann,http://www.wikidata.org/entity/Q908858,prix Donostia,2007-01-01,2007
Liv Ullmann,http://www.wikidata.org/entity/Q12004818,prix culturel du comté de Sør-Trøndelag,2001-01-01,2001
Liv Ullmann,http://www.wikidata.org/entity/Q18912995,The Amanda Committee's Honorary Award,1992-01-01,1992
Liv Ullmann,http://www.wikidata.org/entity/Q18663471,prix culturel de la commune de Trondheim,1987-01-01,1987
Liv Ullmann,http://www.wikidata.org/entity/Q6516519,Prix de la culture de Telenor,2009-01-01,2009
Liv Ullmann,http://www.wikidata.org/entity/Q4582226,prix de la culture de la ville d'Oslo,2012-01-01,2012
Charles Najman,http://www.wikidata.org/entity/Q1685299,prix Jean-Vigo,2002-01-01,2002
Denis Gougeon,http://www.wikidata.org/entity/Q3405116,Prix Opus,2000-01-01,2000
Alphonse Boudard,http://www.wikidata.org/entity/Q1542826,grand prix du roman de l'Académie française,1995-01-01,1995
Alice Krige,http://www.wikidata.org/entity/Q28470,prix Laurence-Olivier,1981-01-01,1981
Johannes Brahms,http://www.wikidata.org/entity/Q99228749,docteur honoris causa de l'université de Wrocław,1879-01-01,1879
Johannes Brahms,http://www.wikidata.org/entity/Q565030,ordre bavarois de Maximilien pour la science et l'art,1873-01-01,1873
Johannes Brahms,http://www.wikidata.org/entity/Q27575234,médaille d'or de la  Royal Philharmonic Society,1877-01-01,1877
Maria Casarès,http://www.wikidata.org/entity/Q3753203,médaille d'or du mérite des beaux-arts,1987-01-01,1987
Gérard Philipe,http://www.wikidata.org/entity/Q727282,César d'honneur,1990-01-01,1990
Gina Lollobrigida,http://www.wikidata.org/entity/Q17985761,étoile du Hollywood Walk of Fame,2018-02-01,2018
Gina Lollobrigida,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1992-01-01,1992
Gina Lollobrigida,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,1985-01-01,1985
Gina Lollobrigida,http://www.wikidata.org/entity/Q14539884,grand officier de l'ordre du Mérite de la République italienne,1987-04-27,1987
Jean Renoir,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,1974-01-01,1974
Jean Renoir,http://www.wikidata.org/entity/Q56378296,prix Charles-Blanc,1963-01-01,1963
Jean Renoir,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1937-01-01,1937
Baltasar Kormákur,http://www.wikidata.org/entity/Q5335757,Edda Award du meilleur réalisateur,2006-01-01,2006
Baltasar Kormákur,http://www.wikidata.org/entity/Q5335757,Edda Award du meilleur réalisateur,2002-01-01,2002
Solveig Arnarsdottir,http://www.wikidata.org/entity/Q3481649,Edda Award du meilleur acteur ou actrice,2008-01-01,2008
Kaori Momoi,http://www.wikidata.org/entity/Q65150247,Prix Kinuyo Tanaka,2016-01-01,2016
Kaori Momoi,http://www.wikidata.org/entity/Q11605748,Médaille au ruban pourpre,2008-01-01,2008
Élisabeth Bourgine,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,1985-01-01,1985
William Hurt,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1985-01-01,1985
William Hurt,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1978-01-01,1978
William Hurt,http://www.wikidata.org/entity/Q586140,prix d'interprétation masculine,1985-01-01,1985
William Hurt,http://www.wikidata.org/entity/Q400007,British Academy Film Award du meilleur acteur,1986-01-01,1986
William Hurt,http://www.wikidata.org/entity/Q506565,Los Angeles Film Critics Association Award du meilleur acteur dans un second rôle,2005-01-01,2005
William Hurt,http://www.wikidata.org/entity/Q503034,Los Angeles Film Critics Association Award du meilleur acteur,1985-01-01,1985
William Hurt,http://www.wikidata.org/entity/Q1790292,National Board of Review Award du meilleur acteur,1985-01-01,1985
William Hurt,http://www.wikidata.org/entity/Q3404523,David di Donatello du meilleur acteur étranger,1986-01-01,1986
Annie Miller,http://www.wikidata.org/entity/Q900421,César de la meilleure affiche,1989-01-01,1989
Ludivine Sagnier,http://www.wikidata.org/entity/Q1377738,prix du cinéma européen de la meilleure actrice,2002-01-01,2002
Ludivine Sagnier,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,2003-01-01,2003
Fernando E. Solanas,http://www.wikidata.org/entity/Q7650000,Sutherland Trophy,1972-01-01,1972
Fernando E. Solanas,http://www.wikidata.org/entity/Q510175,prix de la mise en scène,1988-01-01,1988
Molly Parker,http://www.wikidata.org/entity/Q1502249,prix Génie,1997-01-01,1997
Maurice Ravel,http://www.wikidata.org/entity/Q81180,Grammy Hall of Fame Award,1991-01-01,1991
Albert Camus,http://www.wikidata.org/entity/Q37922,prix Nobel de littérature,1957-01-01,1957
Bernardo Bertolucci,http://www.wikidata.org/entity/Q107258,Oscar du meilleur scénario adapté,1987-01-01,1987
Bernardo Bertolucci,http://www.wikidata.org/entity/Q103360,Oscar du meilleur réalisateur,1987-01-01,1987
Bernardo Bertolucci,http://www.wikidata.org/entity/Q139184,British Academy Film Award du meilleur film,1989-01-01,1989
Bernardo Bertolucci,http://www.wikidata.org/entity/Q849124,Golden Globe du meilleur scénario,1987-01-01,1987
Bernardo Bertolucci,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1988-01-01,1988
Bernardo Bertolucci,http://www.wikidata.org/entity/Q900414,César du meilleur film étranger,1988-01-01,1988
Bernardo Bertolucci,http://www.wikidata.org/entity/Q1315008,National Society of Film Critics Award du meilleur réalisateur,1971-01-01,1971
Bernardo Bertolucci,http://www.wikidata.org/entity/Q586356,Golden Globe du meilleur réalisateur,1987-01-01,1987
Bernardo Bertolucci,http://www.wikidata.org/entity/Q674146,Léopard d'honneur,1997-01-01,1997
Bernardo Bertolucci,http://www.wikidata.org/entity/Q768476,David di Donatello du meilleur film,1988-01-01,1988
Bernardo Bertolucci,http://www.wikidata.org/entity/Q514445,Lifetime Achievement Award des Prix du cinéma européen,2012-01-01,2012
Bernardo Bertolucci,http://www.wikidata.org/entity/Q3753203,médaille d'or du mérite des beaux-arts,2001-01-01,2001
Bernardo Bertolucci,http://www.wikidata.org/entity/Q5280675,Directors Guild of America Award de la meilleure réalisation pour un film,1987-01-01,1987
Bernardo Bertolucci,http://www.wikidata.org/entity/Q14539884,grand officier de l'ordre du Mérite de la République italienne,1988-06-02,1988
Bernardo Bertolucci,http://www.wikidata.org/entity/Q7650000,Sutherland Trophy,1970-01-01,1970
Dan Aykroyd,http://www.wikidata.org/entity/Q1265782,"Primetime Emmy Award du meilleur scénario pour un programme de variété, musical ou comique",1977-01-01,1977
Dan Aykroyd,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2002-01-01,2002
Tilda Swinton,http://www.wikidata.org/entity/Q1377738,prix du cinéma européen de la meilleure actrice,2011-01-01,2011
Frank Langella,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1975-01-01,1975
Frank Langella,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,2002-01-01,2002
Frank Langella,http://www.wikidata.org/entity/Q1445521,Tony Award du meilleur acteur dans une pièce,2007-01-01,2007
Frank Langella,http://www.wikidata.org/entity/Q1445521,Tony Award du meilleur acteur dans une pièce,2016-01-01,2016
Charles Berling,http://www.wikidata.org/entity/Q3405880,prix du meilleur comédien du Syndicat de la critique,2016-01-01,2016
Charles Berling,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2014-01-16,2014
Patrice Leconte,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1990-01-01,1990
Patrice Leconte,http://www.wikidata.org/entity/Q645595,César du meilleur film,1997-01-01,1997
Patrice Leconte,http://www.wikidata.org/entity/Q505395,Los Angeles Film Critics Association Award du meilleur film en langue étrangère,2003-01-01,2003
Patrice Leconte,http://www.wikidata.org/entity/Q24137,César du meilleur réalisateur,1997-01-01,1997
Patrice Leconte,http://www.wikidata.org/entity/Q828289,Critics' Choice Movie Award du meilleur film étranger,1996-01-01,1996
Patrice Leconte,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1996-01-01,1996
Patrice Leconte,http://www.wikidata.org/entity/Q2925687,British Academy Film Award du meilleur film en langue étrangère,1997-01-01,1997
Juliette Binoche,http://www.wikidata.org/entity/Q1131356,Theatre World Award,2001-01-01,2001
Juliette Binoche,http://www.wikidata.org/entity/Q106301,Oscar de la meilleure actrice dans un second rôle,1996-01-01,1996
Juliette Binoche,http://www.wikidata.org/entity/Q24241,César de la meilleure actrice,1994-01-01,1994
Juliette Binoche,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,2010-01-01,2010
Juliette Binoche,http://www.wikidata.org/entity/Q787123,British Academy Film Award de la meilleure actrice dans un second rôle,1997-01-01,1997
Juliette Binoche,http://www.wikidata.org/entity/Q1377753,Achievement in World Cinema Award,2019-01-01,2019
Juliette Binoche,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,1986-01-01,1986
Juliette Binoche,http://www.wikidata.org/entity/Q1377738,prix du cinéma européen de la meilleure actrice,1992-01-01,1992
Juliette Binoche,http://www.wikidata.org/entity/Q1377738,prix du cinéma européen de la meilleure actrice,1997-01-01,1997
Emir Kusturica,http://www.wikidata.org/entity/Q179808,Palme d'or,1985-01-01,1985
Emir Kusturica,http://www.wikidata.org/entity/Q19395,César du meilleur film de l'Union européenne,2005-01-01,2005
Emir Kusturica,http://www.wikidata.org/entity/Q179808,Palme d'or,1995-01-01,1995
